file,interval_index,event_sequence_index,slot_assignment,event_type,absolute_tick,absolute_time_sec,tau,previous_cc64,new_cc64,source_cc_event_index,ioi_duration_bin
2-0.mid,316,1,2,DOWN,72365,96.64119609375,0.33554376657824897,63,64,1457,>=1000ms
2-0.mid,318,0,1,UP,72907,97.36502015625,0.21666666666664106,77,63,1468,100-250ms
2-0.mid,319,0,1,DOWN,73100,97.622765625,0.3229813664596294,63,64,1473,100-250ms
2-0.mid,323,0,1,UP,73552,98.2263975,0.0,68,45,1481,100-250ms
2-0.mid,325,0,1,DOWN,73864,98.64306375,0.16417910447758585,63,67,1486,100-250ms
2-0.mid,327,0,1,UP,74190,99.0784265625,0.10344827586206896,68,60,1491,<100ms
2-0.mid,329,0,1,DOWN,74657,99.70209046875,0.1380208333333381,57,64,1496,500-1000ms
2-0.mid,329,1,2,UP,74968,100.11742125,0.9479166666666753,65,63,1504,500-1000ms
2-0.mid,331,0,1,DOWN,75257,100.50337171875,0.32829670329670896,63,66,1511,500-1000ms
2-0.mid,334,0,1,UP,75798,101.2258603125,0.18400000000005381,65,61,1520,100-250ms
2-0.mid,336,0,1,DOWN,76006,101.5036378125,0.06976744186045648,63,66,1526,100-250ms
2-0.mid,346,0,1,UP,76547,102.22612640625,0.13043478260869565,76,54,1531,<100ms
2-0.mid,348,0,1,DOWN,76665,102.38371171875,0.3928571428572582,62,66,1535,<100ms
2-0.mid,355,0,1,UP,77340,103.285153125,0.9768211920529489,64,50,1546,250-500ms
2-0.mid,358,0,1,DOWN,77548,103.562930625,0.2115384615385009,62,65,1550,100-250ms
2-0.mid,361,0,1,UP,78045,104.22665859375,0.9148936170212959,67,54,1557,<100ms
2-0.mid,362,0,1,DOWN,78253,104.50443609375,0.6517571884984159,63,66,1562,250-500ms
2-0.mid,365,0,1,UP,78762,105.1841896875,0.09944751381213715,72,61,1568,100-250ms
2-0.mid,366,0,1,DOWN,79015,105.52206328125,0.5660377358490478,60,64,1572,100-250ms
2-0.mid,371,0,1,UP,79556,106.244551875,0.6699999999999638,67,62,1582,100-250ms
2-0.mid,372,0,1,DOWN,79853,106.64118609375,0.43349753694579707,63,65,1588,500-1000ms
2-0.mid,374,0,1,UP,80306,107.2461534375,0.6407185628742336,67,25,1596,100-250ms
2-0.mid,376,0,1,DOWN,80528,107.5426275,0.08219178082190583,62,65,1602,100-250ms
2-0.mid,380,0,1,UP,80914,108.0581184375,0.02156862745097724,70,59,1611,500-1000ms
2-0.mid,380,1,2,DOWN,81114,108.3252121875,0.4137254901960806,62,65,1615,500-1000ms
2-0.mid,384,0,1,UP,81647,109.03701703125,0.023999999999996594,64,42,1621,500-1000ms
2-0.mid,384,1,2,DOWN,81892,109.364206875,0.6773333333333224,63,67,1625,500-1000ms
2-0.mid,386,0,1,UP,82456,110.11741125,0.053299492385791666,65,0,1631,>=1000ms
2-0.mid,386,1,2,DOWN,82566,110.2643128125,0.19289340101522418,58,64,1633,>=1000ms
